0;21,533203;0;13,458252;;21,533203;13,458252
43,066406;21,826702;5,383301;21,827862;;21,826702;21,827862
86,13281;22,1242;10,766602;22,12655;;22,1242;22,12655
129,19922;22,425758;16,149902;22,429329;;22,425758;22,429329
172,26562;22,731422;21,533203;22,736248;;22,731422;22,736248
215,33203;23,041252;26,916504;23,047369;;23,041252;23,047369
258,39844;23,355307;32,299805;23,362747;;23,355307;23,362747
301,46484;23,673643;37,683105;23,682442;;23,673643;23,682442
344,53125;23,996317;43,066406;24,006512;;23,996317;24,006512
387,59766;24,32339;48,449707;24,33501;;24,32339;24,33501
430,66406;24,654917;53,833008;24,66801;;24,654917;24,66801
473,73047;24,990967;59,21631;25,005566;;24,990967;25,005566
516,7969;25,331594;64,59961;25,347738;;25,331594;25,347738
559,8633;25,676867;69,98291;25,694593;;25,676867;25,694593
602,9297;26,026846;75,36621;26,046198;;26,026846;26,046198
645,9961;26,381594;80,74951;26,402609;;26,381594;26,402609
689,0625;26,741175;86,13281;26,7639;;26,741175;26,7639
732,1289;27,105661;91,51611;26,916504;;27,105661;26,916504
775,1953;27,475113;96,899414;27,50138;;27,475113;27,50138
818,2617;27,8496;102,282715;27,87771;;27,8496;27,87771
861,3281;28,229195;107,666016;28,259184;;28,229195;28,259184
904,39453;28,613962;113,04932;28,645878;;28,613962;28,645878
947,46094;29,003971;118,43262;29,037865;;29,003971;29,037865
990,52734;29,3993;123,81592;29,435219;;29,3993;29,435219
1033,5938;29,800014;129,19922;29,838007;;29,800014;29,838007
1076,6602;30,206188;134,58252;30,246307;;30,206188;30,246307
1119,7266;30,617903;139,96582;30,660194;;30,617903;30,660194
1162,793;31,035227;145,34912;31,079744;;31,035227;31,079744
1205,8594;31,45824;150,73242;31,505035;;31,45824;31,505035
1248,9258;31,887018;156,11572;31,93615;;31,887018;31,93615
1291,9922;32,32164;161,49902;32,299805;;32,32164;32,299805
1335,0586;32,762188;166,88232;32,81615;;32,762188;32,81615
1378,125;33,20874;172,26562;33,265205;;33,20874;33,265205
1421,1914;33,661377;177,64893;33,720406;;33,661377;33,720406
1464,2578;34,120182;183,03223;34,18183;;34,120182;34,18183
1507,3242;34,585243;188,41553;34,64957;;34,585243;34,64957
1550,3906;35,056644;193,79883;35,12371;;35,056644;35,12371
1593,457;35,53447;199,18213;35,60434;;35,53447;35,60434
1636,5234;36,018806;204,56543;36,091545;;36,018806;36,091545
1679,5898;36,509747;209,94873;36,58542;;36,509747;36,58542
1722,6562;37,007378;215,33203;37,086052;;37,007378;37,086052
1765,7227;37,51179;220,71533;37,593533;;37,51179;37,593533
1808,7891;38,023083;226,09863;37,683105;;38,023083;37,683105
1851,8555;38,54134;231,48193;38,629425;;38,54134;38,629425
1894,9219;39,066658;236,86523;39,158028;;39,066658;39,158028
1937,9883;39,59914;242,24854;39,693863;;39,59914;39,693863
1981,0547;40,13888;247,63184;40,237026;;40,13888;40,237026
2024,1211;40,685978;253,01514;40,787624;;40,685978;40,787624
2067,1875;41,240532;258,39844;41,345757;;41,240532;41,345757
2110,254;41,802643;263,78174;41,91153;;41,802643;41,91153
2153,3203;42,372417;269,16504;42,485043;;42,372417;42,485043
2196,3867;42,949955;274,54834;43,066406;;42,949955;43,066406
2239,4531;43,066406;279,93164;43,066406;;43,066406;43,066406
2282,5195;44,128757;285,31494;44,2531;;44,128757;44,2531
2325,586;44,730236;290,69824;44,858658;;44,730236;44,858658
2368,6523;45,339912;296,08154;45,472496;;45,339912;45,472496
2411,7188;45,957905;301,46484;46,09474;;45,957905;46,09474
