0
0
0
0
0,00089522236
0,0025400028
0,0019783094
-0,003962267
-0,016302906
-0,032202397
-0,04490278
-0,045706466
-0,027508039
0,0113565605
0,0645302
0,117679365
0,15171899
0,14864506
0,09832521
0,0039620027
-0,11595391
-0,23051041
-0,3039132
-0,3059557
-0,22246258
-0,062344015
0,14144763
0,33818147
0,47183102
0,49673793
0,3921106
0,17091455
-0,120057255
-0,40982547
-0,6206888
-0,6891802
-0,5848147
-0,32113707
0,04462078
0,42396316
0,7189598
0,84799236
0,76852936
0,49051628
0,07625708
-0,37377873
-0,74594104
-0,9428121
-0,90925854
-0,6480193
-0,22037658
0,26859945
0,69659007
0,955469
0,97935766
0,7627832
0,3610781
-0,12640545
-0,58089274
-0,8933951
-0,99079365
-0,8525787
-0,51452374
-0,05887287
0,4061488
0,77227604
0,95633
0,9187354
0,6714406
0,27385795
-0,18177865
-0,59193635
-0,86515176
-0,94203246
-0,8076713
-0,49404383
-0,07220301
0,363779
0,7175209
0,9112394
0,9024734
0,69315726
0,3292075
-0,10931183
-0,5254133
-0,8262446
-0,94355136
-0,8491417
-0,5618686
-0,14434937
0,3101864
0,6983376
0,9299142
0,949041
0,74801666
0,37040186
-0,097844094
-0,5475721
-0,8718293
-0,9915522
-0,8753363
-0,5482194
-0,0869062
0,3978707
0,78790426
0,9866276
0,9439718
0,6707851
0,23599148
-0,2515138
-0,6712194
-0,92206293
-0,94798535
-0,7513206
-0,390711
0,03558646
0,4162737
0,6562172
0,70053685
0,54741657
0,24666181
-0,11508692
-0,4380755
-0,6355165
-0,65511537
-0,49069655
-0,18145779
0,20019124
0,5683122
0,8450241
0,9782741
0,95154405
0,7837261
0,5202069
0,21843737
-0,06754796
-0,29939052
-0,46053556
-0,5553649
-0,6025596
-0,62543577
-0,64255804
-0,6614512
0,41849035
0,7470195
0,9159033
0,88011014
0,64031535
0,24545652
-0,21635771
-0,6372256
-0,9149647
-0,9786615
-0,8076891
-0,43888548
0,04062953
0,5138589
0,8621107
0,9983667
0,8903219
0,56644434
0,10905457
-0,36741638
-0,74622613
-0,93822896
-0,9040252
-0,662681
-0,28502327
0,12633751
0,46464357
0,6467909
0,6339924
0,4401332
0,126108
-0,21781349
-0,49643907
-0,6342357
-0,59363204
-0,3826484
-0,050511062
0,32681584
0,6667439
0,9001982
0,9865974
0,9202799
0,72758454
0,45633924
0,16140914
-0,10937579
-0,32517275
-0,4758007
-0,569012
-0,6230885
-0,65765035
-0,6857234
-0,70937634
-0,7198528
-0,7016273
-0,63864535
-0,5205153
-0,3466802
-0,12745881
0,1180377
0,36611688
0,5933032
0,7802244
0,91363263
0,98642457
0,9962803
0,9440418
0,8335476
0,67211735
0,47011063
0,2402262
-0,0033252276
-0,24571663
-0,472413
-0,67003524
-0,82713056
-0,9348053
-0,9871914
-0,981722
-0,9192117
-0,803743
-0,64237076
-0,44467187
-0,22216773
0,0123472735
0,2455277
0,46421546
0,65615416
0,8106456
0,91911364
0,9755542
0,97685033
0,92292714
0,8167633
0,66423225
0,47379863
0,25607464
0,023259707
-0,21151191
-0,43488404
-0,6340152
-0,797307
-0,9150752
-0,7819527
-0,7729758
-0,74422425
-0,6879023
-0,5936554
-0,45402306
-0,2688032
-0,04692217
0,19460963
0,43406087
0,6493606
0,8220121
0,9394239
0,9952652
0,98729914
0,9166288
0,7893239
0,615453
0,40827775
0,18320386
-0,04342708
-0,25560597
-0,43888044
-0,5814411
-0,6749758
-0,7152352
-0,70225924
-0,64025897
-0,53716594
-0,4038928
-0,25337234
-0,09946353
-0,16784519
0,06720584
0,29789007
0,51123303
0,6953011
0,83983696
0,93680227
0,98080385
0,9693724
0,90310174
0,7856196
0,62340534
0,42545623
0,20281748
-0,032001466
-0,26569965
-0,48491055
-0,67695034
-0,83054125
-0,9364779
-0,9881935
-0,9821895
-0,91830325
-0,79978716
-0,6331891
-0,42803362
-0,19631335
0,048184913
0,29068458
0,5163088
0,7110024
0,8624292
0,96078414
0,9980357
0,96979326
0,8776339
0,727789
0,5306674
0,30006108
0,052098174
-0,19596931
-0,42704493
-0,6254356
-0,7779645
-0,8748702
-0,91042787
-0,88324195
-0,79621124
-0,65617687
-0,4732787
-0,2601076
-0,030715466
0,2004424
0,41952065
0,61418664
0,7743664
0,8927483
0,9650441
0,99001145
0,9692271
0,9066863
0,80824614
0,68100274
0,53264296
0,37085077
0,20280364
0,034788303
-0,12800545
-0,28156203
-0,42297876
-0,5502687
-0,66211915
-0,75761855
-0,8359781
-0,89633477
-0,9376329
-0,95859677
-0,95782477
-0,93397
-0,8859922
-0,81344944
-0,716772
-0,59751034
-0,45848304
-0,3047397
-0,14133792
0,027208313
0,19509487
0,35632765
0,5049883
0,63550335
0,7428767
0,82293457
0,8725324
0,88970506
0,873786
0,8254591
0,74675834
0,64099854
0,51264703
0,367159
0,21073985
0,05008167
-0,5846946
-0,44957006
