1;256,5;-1;-1;0;0;0;0
1,0033902;512,17334;-1;-1;0;0,0067919493;0;0,0067919493
1,006792;512,3467;-1;-1;1;0,013630033;1;0,013630033
1,0102053;512,52014;-1;-1;0;0,020514607;1;0,020514607
1,01363;512,6936;-1;-1;1;0,027445912;0;0,027445912
1,0170665;512,8672;-1;-1;0;0,034424305;1;0,034424305
1,0205146;513;-1;-1;0;0,041450143;0;0,041450143
1,0239744;513,2144;-1;-1;0;0,048523664;0;0,048523664
1,0274459;513,3882;-1;-1;1;0,055645227;1;0,055645227
1,0309292;513,56195;-1;-1;0;0,06281507;0;0,06281507
1,0344243;513,7358;-1;-1;0;0,07003367;0;0,07003367
1,0379313;513,9097;-1;-1;0;0,07730138;0;0,07730138
1,0414501;514;-1;-1;0;0,08461833;1;0,08461833
1,0449809;514,2577;-1;-1;0;0,09198511;0;0,09198511
1,0485237;514,43176;-1;-1;0;0,09940183;0;0,09940183
1,0520784;514,6059;-1;-1;0;0,10686886;0;0,10686886
1,0556452;514,7801;-1;-1;1;0,1143868;0;0,1143868
1,0592241;514,95435;1;-1;0;0,12195563;0;0,12195563
1,0628151;515;1;-1;0;0,12957597;1;0,12957597
1,0664183;515,30304;1;-1;0;0,13724804;0;0,13724804
1,0700337;515,4775;1;-1;0;0,14497209;0;0,14497209
1,0736613;515,652;1;-1;0;0,15274882;0;0,15274882
1,0773014;515,82654;1;-1;0;0,16057825;0;0,16057825
1,0809537;516;1;-1;0;0,16846085;0;0,16846085
1,0846183;516,17584;1;-1;0;0,17639697;0;0,17639697
1,0882955;516,3505;1;-1;0;0,18438709;0;0,18438709
1,0919851;516,5253;1;-1;0;0,19243133;0;0,19243133
1,0956872;516,7002;1;-1;0;0,20053029;1;0,20053029
1,0994018;516,8751;1;-1;0;0,20868433;0;0,20868433
1,103129;517;1;-1;0;0,21689367;0;0,21689367
1,1068689;517,2251;1;-1;0;0,22515881;0;0,22515881
1,1106215;517,40015;1;-1;0;0,2334801;0;0,2334801
1,1143868;517,5753;-1;-1;1;0,24185777;0;0,24185777
1,1181648;517,7505;-1;-1;0;0,25029254;0;0,25029254
1,1219556;517,9258;-1;-1;0;0,2587844;0;0,2587844
1,1257594;518;-1;-1;0;0,2673341;0;0,2673341
1,129576;518,2765;-1;-1;0;0,27594173;0;0,27594173
1,1334054;518,4519;-1;-1;0;0,2846079;0;0,2846079
1,137248;518,62744;-1;-1;0;0,29333293;0;0,29333293
1,1411035;518,803;-1;-1;0;0,30211723;0;0,30211723
1,1449721;518,9786;-1;-1;0;0,31096125;0;0,31096125
1,1488539;519;-1;-1;0;0,31986523;1;0,31986523
1,1527488;519,33;-1;-1;0;0,32882977;0;0,32882977
1,1566569;519,5058;-1;-1;0;0,3378551;0;0,3378551
1,1605783;519,6817;-1;-1;0;0,34694183;0;0,34694183
1,1645129;519,8576;-1;-1;0;0,3560902;0;0,3560902
1,1684608;520;-1;-1;0;0,36530077;0;0,36530077
1,1724222;520,2096;-1;-1;0;0,37457383;0;0,37457383
