1;0,9045087;0,6545083;0,34549165;0,09549126;25;24;23;22;21
0,9999993;0,9040053;0,6536953;0,34467834;0,09498954;25;24;23;22;21
0,9999971;0,90350115;0,65288186;0,3438662;0,09448898;25;24;23;22;21
0,99999344;0,90299594;0,6520672;0,34305453;0,09398919;25;24;23;22;21
0,9999883;0,902489;0,65125287;0,34224337;0,09349102;25;24;23;22;21
0,99998176;0,90198135;0,6504381;0,34143192;0,092994034;25;24;23;22;21
0,99997365;0,90147257;0,6496221;0,34062165;0,09249821;25;24;23;22;21
0,99996424;0,9009621;0,64880645;0,33981183;0,09200311;25;24;23;22;21
0,99995327;0,90045094;0,64799035;0,33900177;0,0915097;25;24;23;22;21
0,9999408;0,8999386;0,64717305;0,3381929;0,091017485;25;24;23;22;21
0,9999269;0,89942515;0,646356;0,33738452;0,090525955;25;24;23;22;21
0,99991155;0,89891;0,6455386;0,33657587;0,090036124;25;24;23;22;21
0,99989474;0,89839417;0,6447208;0,3357684;0,089547485;25;24;23;22;21
0,9998765;0,8978772;0,6439018;0,3349614;0,08905965;25;24;23;22;21
0,99985677;0,89735854;0,64308316;0,33415425;0,088573396;25;24;23;22;21
0,9998356;0,89683926;0,64226407;0,33334824;0,08808836;25;24;23;22;21
0,99981296;0,8963188;0,64144385;0,33254272;0,087604076;25;24;23;22;21
0,9997888;0,89579666;0,6406239;0,33173773;0,08712143;25;24;23;22;21
0,99976325;0,89527386;0,63980365;0,3309325;0,08664003;25;24;23;22;21
0,9997362;0,89474994;0,6389822;0,33012843;0,086159796;25;24;23;22;21
0,9997077;0,89422435;0,638161;0,32932493;0,085680336;25;24;23;22;21
0,9996778;0,8936981;0,6373394;0,32852116;0,085202545;25;24;23;22;21
0,9996463;0,8931707;0,6365167;0,32771862;0,084725976;25;24;23;22;21
0,99961346;0,89264214;0,6356944;0,32691658;0,08425021;25;24;23;22;21
0,99957913;0,89211196;0,63487166;0,3261143;0,08377606;25;24;23;22;21
0,9995433;0,8915811;0,6340485;0,3253133;0,08330312;25;24;23;22;21
0,9995061;0,89104915;0,63322425;0,32451278;0,082830936;25;24;23;22;21
0,9994674;0,8905155;0,63240033;0,32371283;0,08236045;25;24;23;22;21
0,9994272;0,88998127;0,63157606;0,3229126;0,08189118;25;24;23;22;21
0,99938554;0,88944584;0,6307506;0,32211363;0,08142272;25;24;23;22;21
0,99934244;0,8889088;0,62992555;0,32131523;0,08095583;25;24;23;22;21
0,99929786;0,8883711;0,6291001;0,3205166;0,0804902;25;24;23;22;21
0,99925184;0,8878323;0,6282735;0,3197192;0,08002582;25;24;23;22;21
0,9992044;0,88729185;0,62744725;0,31892228;0,07956228;25;24;23;22;21
0,9991555;0,88675076;0,6266207;0,31812522;0,07910037;25;24;23;22;21
0,9991051;0,88620853;0,62579304;0,3173294;0,07863966;25;24;23;22;21
0,99905324;0,8856652;0,6249657;0,31653416;0,07817975;25;24;23;22;21
0,99899995;0,8851203;0,62413806;0,31573868;0,077721536;25;24;23;22;21
0,9989451;0,88457465;0,62331;0,3149445;0,07726452;25;24;23;22;21
0,9988889;0,88402796;0,62248087;0,31415087;0,07680839;25;24;23;22;21
0,9988312;0,8834796;0,6216521;0,31335774;0,07635385;25;24;23;22;21
0,998772;0,88293064;0,62082297;0,31256446;0,075900495;25;24;23;22;21
0,99871147;0,8823805;0,61999273;0,31177244;0,075448066;25;24;23;22;21
0,9986494;0,88182884;0,6191629;0,31098092;0,074997276;25;24;23;22;21
0,9985858;0,8812765;0,61833274;0,3101893;0,07454771;25;24;23;22;21
0,99852085;0,8807231;0,6175015;0,30939895;0,07409939;25;24;23;22;21
0,99845445;0,8801681;0,61667067;0,30860913;0,07365185;25;24;23;22;21
0,9983866;0,8796124;0,6158395;0,3078192;0,07320604;25;24;23;22;21
0,99831724;0,8790556;0,61500716;0,3070305;0,072761446;25;24;23;22;21
0,99824643;0,8784977;0,6141753;0,30624235;0,07231775;25;24;23;22;21
0,9981742;0,8779383;0,6133431;0,3054541;0,07187566;25;24;23;22;21
0,9981004;0,8773782;0,61251056;0,30466712;0,071434766;25;24;23;22;21
0,9980253;0,876817;0,611677;0,3038807;0,070994794;25;24;23;22;21
0,99794865;0,8762542;0,6108437;0,3030948;0,07055646;25;24;23;22;21
0,99787056;0,8756908;0,61001027;0,3023089;0,07011941;25;24;23;22;21
0,99779105;0,87512636;0,6091756;0,30152416;0,06968358;25;24;23;22;21
0,99771005;0,87456024;0,6083415;0,30074006;0,06924859;25;24;23;22;21
0,99762756;0,8739936;0,60750705;0,29995582;0,06881529;25;24;23;22;21
0,9975437;0,87342584;0,6066715;0,29917288;0,06838325;25;24;23;22;21
0,99745834;0,87285644;0,6058364;0,2983905;0,067952126;25;24;23;22;21
0,99737155;0,8722865;0,605001;0,29760805;0,067522585;25;24;23;22;21
0,9972832;0,8717154;0,60416454;0,2968269;0,06709427;25;24;23;22;21
0,9971935;0,87114334;0,6033285;0,29604632;0,06666693;25;24;23;22;21
0,9971024;0,8705696;0,60249215;0,29526561;0,066241205;25;24;23;22;21
0,9970097;0,8699953;0,60165554;0,29448622;0,06581676;25;24;23;22;21
0,99691564;0,86941993;0,60081786;0,2937074;0,06539315;25;24;23;22;21
0,9968201;0,86884296;0,59998065;0,29292923;0,06497124;25;24;23;22;21
0,99672306;0,86826545;0,59914315;0,2921509;0,06455061;25;24;23;22;21
0,9966247;0,86768687;0,5983046;0,29137403;0,06413123;25;24;23;22;21
0,9965248;0,8671066;0,5974665;0,29059756;0,063712776;25;24;23;22;21
0,9964234;0,8665259;0,5966282;0,28982115;0,06329596;25;24;23;22;21
0,99632066;0,865944;0,5957888;0,28904605;0,06288034;25;24;23;22;21
0,9962164;0,8653606;0,59494984;0,28827152;0,062465727;25;24;23;22;21
0,9961108;0,86477673;0,5941106;0,28749686;0,062052727;25;24;23;22;21
0,99600357;0,86419165;0,59327036;0,28672358;0,061641008;25;24;23;22;21
0,995895;0,86360556;0,59243065;0,28595093;0,061230183;25;24;23;22;21
0,995785;0,8630179;0,59159064;0,28517824;0,060821027;25;24;23;22;21
0,9956734;0,8624297;0,59075034;0,28440684;0,06041318;25;24;23;22;21
0,9955605;0,86184037;0,589909;0,2836361;0,06000626;25;24;23;22;21
0,9954462;0,86124957;0,5890682;0,28286585;0,05960095;25;24;23;22;21
0,9953303;0,86065817;0,58822715;0,2820957;0,05919695;25;24;23;22;21
0,99521303;0,8600657;0,58738506;0,28132683;0,05879417;25;24;23;22;21
0,9950943;0,8594717;0,58654344;0,28055862;0,058392406;25;24;23;22;21
0,99497414;0,8588772;0,5857016;0,27979028;0,05799228;25;24;23;22;21
0,9948525;0,8582815;0,5848588;0,27902335;0,057593405;25;24;23;22;21
0,9947294;0,8576844;0,5840164;0,27825704;0,057195485;25;24;23;22;21
0,99460495;0,85708666;0,5831738;0,27749074;0,056799203;25;24;23;22;21
0,99447894;0,856488;0,5823302;0,27672577;0,056404233;25;24;23;22;21
0,9943515;0,8558881;0,5814871;0,2759614;0,056010246;25;24;23;22;21
0,9942227;0,85528684;0,58064383;0,27519697;0,05561787;25;24;23;22;21
0,99409235;0,85468495;0,5798003;0,27443394;0,055226803;25;24;23;22;21
0,9939606;0,8540821;0,57895577;0,27367157;0,05483663;25;24;23;22;21
0,99382746;0,8534776;0,57811177;0,27290985;0,054448158;25;24;23;22;21
0,99369276;0,8528727;0,57726747;0,27214807;0,054060996;25;24;23;22;21
0,99355674;0,85226667;0,5764223;0,2713877;0,053675145;25;24;23;22;21
0,99341923;0,8516592;0,57557756;0,27062798;0,05329019;25;24;23;22;21
0,9932803;0,8510511;0,57473266;0,26986828;0,05290693;25;24;23;22;21
0,99313986;0,85044205;0,57388675;0,2691099;0,052524984;25;24;23;22;21
0,992998;0,8498314;0,57304144;0,2683522;0,05214402;25;24;23;22;21
0,9928548;0,8492203;0,5721959;0,26759446;0,051764697;25;24;23;22;21
0,99271;0,84860814;0,5713493;0,2668381;0,051386654;25;24;23;22;21
0,99256384;0,847995;0,57050335;0,26608247;0,051009566;25;24;23;22;21
0,99241626;0,8473803;0,5696572;0,26532686;0,050634176;25;24;23;22;21
0,99226713;0,8467651;0,56881076;0,26457244;0,050260097;25;24;23;22;21
0,9921167;0,84614885;0,5679635;0,26381886;0,049887;25;24;23;22;21
0,9919648;0,8455311;0,5671166;0,26306593;0,049515486;25;24;23;22;21
0,9918114;0,8449129;0,56626964;0,26231307;0,04914534;25;24;23;22;21
0,99165666;0,8442937;0,5654217;0,26156157;0,048776507;25;24;23;22;21
0,99150044;0,8436729;0,56457436;0,26081073;0,048408687;25;24;23;22;21
