267,6411;1057,5665;464,39908;1,1005261
267,6411;5704,019;232,19954;1,0927684
267,6411;5833,6807;232,19954;1,0857801
267,6411;5964,2197;232,19954;1,0794524
267,6411;6095,657;232,19954;1,0736955
267,6411;6227,9595;232,19954;1,0684358
267,6411;6361,1987;232,19954;1,0636115
267,6411;6495,326;232,19954;1,0605935
267,6411;6630,359;232,19954;1,0598994
267,6411;6766,3022;232,19954;1,0621246
265,91312;6903,1836;228,78471;1,0628706
259,0386;7040,9814;225,55774;1,0611027
247,40952;7179,7183;222,39955;1,0579244
231,25983;7319,3955;219,30804;1,0544689
240,53378;7460,022;216,28125;1,0512316
257,75235;7601,6006;213,31708;1,0481923
269,87564;7744,1436;210,41377;1,0453333
275,75742;7887,6484;207,56955;1,0426393
276,23853;7947,8228;206,3996;1,040096
276,23853;7909,3164;206,3996;1,0376916
276,23853;7884,768;206,3996;1,0354147
276,23853;7860,0693;206,3996;1,0345606
276,23853;7835,18;206,3996;1,0351104
276,23853;7810,137;206,3996;1,0375254
276,23853;7784,92;206,3996;1,0409684
276,23853;7759,53;206,3996;1,0421802
276,23853;7733,977;206,3996;1,0418862
266,91318;7708,2334;201,80159;1,0410239
252,62616;7682,3276;198,98466;1,0401609
232,48877;7656,244;196,22693;1,0392994
242,17542;7629,983;193,52667;1,0382663
260,5765;7603,549;190,88211;1,0365498
272,36768;7576,932;188,29161;1,0336851
276,23615;7550,186;185,75964;1,0292468
276,23615;7503,887;185,75964;1,0257506
276,23615;7457,3696;185,75964;1,0248849
276,23615;7410,5405;185,75964;1,0269879
276,23615;7363,389;185,75964;1,0315061
276,23615;7315,926;185,75964;1,0336337
276,23615;7268,1343;185,75964;1,0341518
276,23615;7220,0205;185,75964;1,0341525
276,23615;7171,5835;185,75964;1,0341533
262,10788;7122,8096;181,13388;1,034154
243,39717;7073,7124;178,62186;1,0341548
233,27495;7024,283;176,1622;1,0341555
255,59848;6974,5137;173,75339;1,0341562
270,55975;6924,4146;171,39384;1,0341569
276,2125;6873,965;169,08214;1,0338787
276,23346;6869,322;168,8724;1,0339644
276,23346;6795,0127;168,8724;1,0344318
276,23346;6755,6826;168,8724;1,0331594
276,23346;6716,0796;168,8724;1,0320282
276,23346;6676,2197;168,8724;1,031647
276,23346;6636,0835;168,8724;1,0316478
276,23346;6595,6865;168,8724;1,0316486
266,63065;6555,0044;165,73013;1,0316495
248,33563;6514,0415;163,43385;1,0316503
229,77798;6472,8115;161,18546;1,0316511
254,72484;6431,297;158,98343;1,031652
271,01282;6389,501;156,82645;1,0335286
276,2305;6349,169;154,7997;1,0381998
