1;6,5
1,0025;6,4700003
1,005;6,44
1,0075;6,41
1,01;6,38
1,0125;6,3500004
1,015;6,32
1,0174999;6,29
1,02;6,26
1,0225;6,2299995
1,025;6,2
1,0275;6,17
1,03;6,1400003
1,0325;6,1099997
1,035;6,08
1,0375;6,05
1,04;6,0200005
1,0425;5,99
1,045;5,96
1,0475;5,93
1,05;5,8999996
1,0525;5,87
1,055;5,84
1,0575;5,81
1,06;5,7799997
1,0625;5,75
1,065;5,7200003
1,0675;5,69
1,07;5,66
1,0725;5,63
1,075;5,6000004
1,0775;5,57
1,08;5,54
1,0825;5,51
1,085;5,4799995
1,0875;5,45
1,09;5,42
1,0925;5,3900003
1,095;5,3599997
1,0975;5,33
1,1;5,3
1,1025;5,2700005
1,105;5,24
1,1075;5,21
1,1099999;5,18
1,1125;5,1499996
1,115;5,12
1,1175;5,09
1,12;5,06
1,1225;5,0299997
1,125;5
1,1275;4,9700003
1,13;4,94
1,1324999;4,91
1,135;4,88
1,1375;4,8500004
1,1400001;4,82
1,1425;4,79
1,145;4,7599998
1,1475;4,73
1,15;4,7
1,1525;4,67
1,155;4,64
1,1575;4,61
1,16;4,58
1,1625;4,55
1,165;4,52
1,1675;4,4900002
1,17;4,46
1,1724999;4,43
1,175;4,3999996
1,1775;4,37
1,1800001;4,34
1,1825;4,31
1,185;4,2799997
1,1875;4,25
1,19;4,2200003
1,1925;4,19
1,1949999;4,16
1,1975;4,13
1,2;4,1000004
1,2025001;4,07
1,205;4,04
1,2075;4,0099998
1,21;3,98
1,2125001;3,9499998
1,2149999;3,92
1,2175;3,8899999
1,22;3,8600001
1,2225001;3,83
1,2249999;3,8000002
1,2275;3,77
1,23;3,7400002
1,2325;3,71
1,2349999;3,6799998
1,2375;3,6499999
1,24;3,62
1,2425001;3,59
1,245;3,56
1,2475;3,53
1,25;3,5
1,2525;3,47
1,255;3,44
1,2574999;3,41
1,26;3,38
1,2625;3,35
1,265;3,3200002
1,2674999;3,29
1,27;3,2600002
1,2725;3,23
1,2750001;3,1999998
1,2774999;3,17
1,28;3,1399999
1,2825;3,1100001
1,2850001;3,08
1,2874999;3,0500002
1,29;3,02
1,2925;2,9899998
1,2950001;2,96
1,2975;2,9299998
1,3;2,9
1,3025;2,87
1,3050001;2,84
1,3075;2,81
1,31;2,78
1,3125;2,75
1,315;2,72
1,3175;2,69
1,3199999;2,66
1,3225;2,63
1,325;2,6
1,3275;2,5700002
1,3299999;2,54
1,3325;2,5100002
1,335;2,48
1,3375001;2,4499998
1,3399999;2,42
1,3425;2,3899999
1,345;2,3600001
1,3475001;2,33
1,3499999;2,3000002
1,3525;2,27
1,355;2,2399998
1,3575001;2,21
1,36;2,1799998
1,3625001;2,15
1,365;2,12
1,3675;2,09
1,37;2,06
1,3725001;2,03
1,375;2
1,3774999;1,97
1,38;1,94
1,3825;1,9100001
1,385;1,8800001
1,3874999;1,8499999
1,39;1,8199999
1,3924999;1,79
1,395;1,76
1,3975;1,73
1,4000001;1,7
1,4024999;1,67
1,405;1,64
1,4075;1,61
1,4100001;1,58
1,4124999;1,55
1,415;1,52
1,4175;1,49
1,4200001;1,46
1,4225;1,4300001
1,4250001;1,4000001
1,4275;1,3699999
1,43;1,3399999
1,4325;1,31
1,4350001;1,28
1,4375;1,25
1,4399999;1,22
1,4425;1,19
1,445;1,1600001
1,4475;1,13
1,4499999;1,1
1,4525;1,0699999
1,4549999;1,04
1,4575;1,01
1,46;0,97999996
1,4625001;0,95
1,4649999;0,91999996
1,4675;0,89
1,47;0,86
1,4725001;0,83000004
1,4749999;0,8
1,4775;0,77000004
1,48;0,74
1,4825001;0,71
1,485;0,68
1,4875001;0,65000004
1,49;0,62
1,4925;0,59
1,495;0,56
1,4975001;0,53
1,5;0,5
1,4965;0,47
1,493;0,44
1,4894999;0,41
1,4860001;0,38
1,4825001;0,35
1,4790001;0,32
1,4755;0,29000002
1,4719999;0,26000002
1,4685;0,22999999
1,4649999;0,2
1,4615;0,16999999
1,458;0,14
1,4545001;0,110000014
1,451;0,08000001
1,4475;0,049999982
1,444;0,02000001
1,4405;-0,01000002
1,437;-0,04000002
1,4334999;-0,06999999
1,43;-0,099999994
1,4265;-0,12999997
1,4230001;-0,16
1,4195;-0,19000003
1,4159999;-0,22
1,4125;-0,25
1,409;-0,27999997
1,4055;-0,31000003
1,402;-0,34
1,3985;-0,36999997
1,3950001;-0,40000004
1,3915;-0,43
1,388;-0,45999998
1,3844999;-0,49000004
1,381;-0,52
1,3774999;-0,54999995
1,3740001;-0,58000004
1,3705;-0,61
1,367;-0,64
1,3635;-0,66999996
1,36;-0,70000005
1,3565;-0,73
1,353;-0,76
1,3495001;-0,79
1,346;-0,82
1,3424999;-0,84999996
1,339;-0,88
1,3355;-0,90999997
1,332;-0,93999994
1,3284999;-0,97
1,325;-1
1,3215001;-0,97
1,318;-0,94
1,3145;-0,91
1,311;-0,88
1,3075001;-0,84999996
1,304;-0,82
1,3005;-0,79
1,297;-0,76000005
1,2935001;-0,73
1,29;-0,7
1,2865;-0,66999996
1,283;-0,64
1,2795;-0,61
1,276;-0,58000004
1,2725;-0,54999995
1,2689999;-0,52
1,2655;-0,48999995
1,262;-0,45999998
1,2585;-0,43
1,255;-0,40000004
1,2515;-0,37000006
1,248;-0,34
1,2445;-0,30999994
1,2409999;-0,27999997
1,2375;-0,25
1,234;-0,22000003
1,2305;-0,18999997
1,227;-0,16
1,2235;-0,13000003
1,22;-0,099999964
1,2165;-0,06999999
1,213;-0,04000002
1,2095001;-0,009999961
1,2060001;0,02000001
1,2025;0,049999982
1,199;0,08000004
1,1955;0,110000014
1,192;0,13999999
1,1884999;0,16999996
1,1850001;0,20000002
1,1815;0,22999999
1,178;0,25999996
1,1745;0,29000002
1,171;0,32
1,1675;0,34999996
1,164;0,38000003
1,1605;0,41
1,1570001;0,43999997
1,1535;0,47000003
1,15;0,5
1,1465;0,505
