0,2
0,8913
1,3544
1,5632501
1,34778
1,0844616
0,9936059
0,92966473
0,8913
0,8913
0,94785386
1,0892385
1,2306231
1,3356059
1,4314883
1,5273706
1,5762401
1,55459
1,53294
1,51129
1,4681959
1,392936
1,317676
1,2424159
1,167156
1,1088171
1,07586
1,0429028
1,0099458
0,97698855
0,9440314
0,9110743
0,88645005
0,87432504
0,8622
0,850075
0,83795
0,82582504
0,8137
0,801575
0,7943
0,7943
0,7943
0,7943
0,7943
0,7943
0,7943
0,7943
0,7943
0,7943
0,8043831
0,8295908
0,8547985
0,8800062
0,90521383
0,93042153
0,9556292
0,9808369
1,0060446
1,0312523
1,05646
1,0816677
1,1068754
1,1482753
1,2139635
1,2796518
1,34534
1,4110281
1,4767164
1,5424047
1,6080929
1,6737812
1,7394694
1,8051577
1,8708458
1,936534
2,0022223
2,0679104
2,1335988
2,199287
2,283262
2,394667
2,506072
2,617477
2,728882
2,840287
2,951692
3,063097
3,174502
3,285907
3,3973122
3,508717
3,6201222
3,731527
3,8429322
3,9543371
4,065742
4,177147
4,2885523
4,399957
4,495151
4,5660276
4,6369047
4,707782
4,778659
4,8495355
4,9204125
4,991289
5,062166
5,1330433
5,20392
5,274797
5,345674
5,4165506
5,4874277
5,558305
5,6291814
5,7000585
5,7709355
5,841812
5,912689
5,9835663
6,054443
6,12532
6,1961966
6,2670736
6,301527
6,2813444
6,2611623
6,24098
6,2207975
6,2006154
6,180433
6,1602507
6,140068
6,119886
6,0997033
6,079521
6,059339
6,0391564
6,0189743
5,9987917
5,9786096
5,958427
5,938245
5,918062
5,89788
5,877698
5,8575153
5,837333
5,8171506
5,7969685
5,776786
5,7566037
5,7364216
5,716239
5,696057
5,675874
5,655692
5,6355095
5,592285
5,5144978
5,4367104
5,3589225
5,281135
5,2033477
5,1255603
5,0477724
4,969985
4,8921976
4,81441
4,736623
4,6588354
4,5810475
4,50326
4,4254727
4,347685
4,2698975
4,19211
4,1143227
4,0365353
3,9587476
3,88096
3,8031726
3,7253852
3,6475976
3,5698102
3,4920225
3,4142349
3,3364475
3,25866
3,1808727
3,103085
3,0252974
2,94751
2,8697224
2,791935
2,7141476
2,63636
2,5585723
2,5018759
2,476816
2,451756
2,426696
2,401636
2,376576
2,351516
2,326456
2,301396
2,276336
2,251276
2,2262158
2,201156
2,176096
2,151036
2,125976
2,100916
2,075856
2,050796
2,0257359
2,000676
1,975616
1,950556
1,925496
1,9004359
1,875376
1,850316
1,825256
1,8001959
1,775136
1,750076
1,725016
1,6999559
1,674896
1,6498361
1,624776
1,5997161
1,574656
1,5495961
1,5245359
1,4994761
1,474416
1,449356
1,424296
1,3992361
1,374176
1,3491161
1,324056
1,2989961
1,273936
1,2567995
1,251548
1,2462966
1,2410452
1,2357937
1,2305423
1,2252909
1,2200395
1,2147881
1,2095366
1,2042851
1,1990337
1,1937823
1,1885309
1,1832795
1,178028
1,1727766
1,1675252
1,1622738
1,1570224
1,151771
1,1465194
1,141268
1,1360166
1,1307652
1,1255138
1,1202624
1,1150109
1,1097594
1,104508
1,0992566
1,0940052
1,0887537
1,0835023
1,0782509
1,0729995
1,0677481
1,0624967
1,0572451
1,0519937
1,0467423
1,0414909
1,0362395
1,030988
1,0257366
1,0204852
1,0152338
1,0099823
1,0047309
0,9994795
0,994228
0,9889766
0,9837252
0,9784738
0,9732223
0,96797085
0,96271944
0,95746803
0,9522166
0,94696516
0,9417137
0,9364623
0,9312109
0,92595947
0,920708
0,9154566
0,9102051
0,9049537
0,8997023
0,8944509
0,8893495
0,88447326
0,879597
0,87472075
0,8698445
0,8649683
0,86009204
0,8552158
0,85033953
0,8454633
0,840587
0,83571076
0,8308345
0,82595825
0,821082
0,81620574
0,81132954
0,8064533
0,80157703
0,7967008
0,7918245
0,78694826
0,782072
0,77719575
0,77231956
0,7674433
0,76256704
0,7576908
0,75281453
0,7479383
0,743062
0,73818576
0,7333095
0,72843325
0,723557
0,71868074
0,71380454
0,7089283
0,70405203
0,6991758
0,6942995
0,68942326
0,684547
0,67967075
0,6747945
0,6699183
0,66504204
0,6601658
0,65528953
0,6504133
0,645537
0,64066076
0,6357845
0,63090825
0,626032
0,62115574
0,6162795
0,6114032
0,606527
0,6016508
0,5967745
0,59189826
0,587022
0,58214575
0,57726955
0,5723933
0,56751704
0,5626408
0,55776453
0,5528883
0,548012
0,54313576
0,5382595
0,53338325
0,528507
0,52363074
0,5187545
0,5138782
0,50900203
0,5041258
